vote,content_type_name,project_id,parent_content_type_name,user_id
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,407
yes,entry,266,challenge,116065
yes,entry,266,challenge,116065
yes,entry,266,challenge,116065
yes,entry,266,challenge,116065
yes,entry,266,challenge,116065
yes,entry,266,challenge,116065
yes,entry,266,challenge,116065
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,81081
yes,entry,266,challenge,116408
yes,entry,266,challenge,116408
yes,entry,266,challenge,116408
yes,entry,266,challenge,116410
yes,entry,266,challenge,116410
yes,entry,266,challenge,116410
yes,entry,266,challenge,116412
yes,entry,266,challenge,116412
yes,entry,266,challenge,116412
yes,entry,266,challenge,69216
yes,entry,266,challenge,69216
yes,entry,266,challenge,69216
yes,entry,266,challenge,116415
yes,entry,266,challenge,116415
yes,entry,266,challenge,116415
yes,entry,266,challenge,116418
yes,entry,266,challenge,116418
yes,entry,266,challenge,116418
yes,entry,266,challenge,90155
yes,entry,266,challenge,90155
yes,entry,266,challenge,90155
yes,entry,266,challenge,116420
yes,entry,266,challenge,116420
yes,entry,266,challenge,116420
yes,entry,266,challenge,116421
yes,entry,266,challenge,116421
yes,entry,266,challenge,116421
yes,entry,266,challenge,90155
yes,entry,266,challenge,90155
yes,entry,266,challenge,90155
yes,entry,266,challenge,116436
yes,entry,266,challenge,116436
yes,entry,266,challenge,116436
yes,entry,266,challenge,69216
yes,entry,266,challenge,69216
yes,entry,266,challenge,69216
yes,entry,266,challenge,69216
yes,entry,266,challenge,69216
yes,entry,266,challenge,69216
yes,entry,266,challenge,69216
yes,entry,266,challenge,69216
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,116488
yes,entry,266,challenge,56253
yes,entry,266,challenge,56253
yes,entry,266,challenge,56253
yes,entry,266,challenge,56253
yes,entry,266,challenge,56253
yes,entry,266,challenge,56253
yes,entry,266,challenge,56253
yes,entry,266,challenge,56253
yes,entry,266,challenge,56253
yes,entry,266,challenge,56253
yes,entry,266,challenge,56253
yes,entry,266,challenge,56253
yes,entry,266,challenge,56253
yes,entry,266,challenge,116513
yes,entry,266,challenge,116513
yes,entry,266,challenge,116513
yes,entry,266,challenge,116515
yes,entry,266,challenge,116515
yes,entry,266,challenge,116515
